id,fuente_url,texto_espanol,texto_guarani,categoria,fecha_crawleo
6e56709c-cf02-4d0a-8c93-8b2f5e0e967b,https://www.portalguarani.com/,Un día como hoy nace,"Mariano Roque Alonso (+) Nac. 07/08/1791 Ybytymí, Paraguarí Jorge Codas Nac. 07/08/1954 Puerto Bermejo Cayetano Cuquejo Nac. 07/08/1961 Puerto Rosario, San Pedro Arnulfo Dami Serna (+) Nac. 07/08/1929 Paraguarí Marta Geymayr Nac. 07/08/1942 Asunción, Central Cecilio Marín (+) Nac. 07/08/1927 Barrio Obrero, Asunción, Central Víctor Ocampos (+) Nac. 07/08/1920 Asunción, Central Claudia Talavera Nac. 07/08/1975 Asunción, Central También fenece: Mariano Roque Alonso (+) Fall. 07/08/1853 Ybytymí, Paraguarí Agustín Pío (Mangoré) Barrios (+) Fall. 07/08/1944 San Salvador Luis A. Campos Doria (+) Fall. 07/08/2017 Asunción, Central Javier Cataldo (+) Fall. 07/08/2017 Asunción, Central Leopoldo Centurión (Leo Cen) (+) Fall. 07/08/1922 Asunción, Central Carlos Díaz León (+) Fall. 07/08/1959 Asunción, Central Gladys Niella De Fadul (+) Fall. 07/08/2006 Asunción, Central Un día como hoy en la historia... 7 de agosto de 1869. Guerra del 70: Combate de Azcurra. 7 de agosto de 1869. Fuerzas brasileñas al mando del mariscal Victorino Carneiro Monteiro destruyen la mina de azufre de Valenzuela. 7 de agosto de 1878. El gobierno nacional nombra mayordoma de la imagen de Nuestra Señora de la Asunción a doña Bárbara Machaín de Haedo, quien donó dicha imagen al Estado y la Iglesia paraguaya. 7 de agosto de 1884. Nace en Cataluña, España, Jaime Miquel Moray, escultor que realizó numerosas ornamentaciones edilicias asunceñas. 7 de agosto de 1904. Nace en Carapeguá, María Beatriz Escobar, musa inspiradora de la célebre polka ""María Escobar"", escrita y musicalizada por Pedro Pablo Valiente. La citada poesía no es de Emiliano R. Fernández, según la revista ""Ocára Poty Cue Mi"" Nº 71. 7 de agosto de 1906. Nace en Horqueta, Concepción, Alberto Fernández Valenzuela, militar y colonizador del Alto Paraná. 7 de agosto de 1913. Nace en Asunción Carlos Montanaro, militar. 7 de agosto de 1920. Alberto Vasallo di Torregrossa es acreditado como internuncio del Vaticano en el Paraguay. 7 de agosto de 1925. Nace en Yataity, Guairá, el botánico, investigador y catedrático Juan Alberto López Villalba, quien por su versación en temas botánicos es conocido como “López Yvyrá”. 7 de agosto de 1926. Nace en Asunción, Nelly Prono, actriz y cantante. 7 de agosto de 1927. Nace en San Pedro del Paraná, el historiador Alberto Delvalle. 7 de agosto de 1932. Estigarribia solicita autorización para recuperar Boquerón. 7 de agosto de 1933. Fallece Carlos Pfannl, empresario y ganadero. 7 de agosto de 1943. Nace en Udine, Italia, el catedrático y rector universitario Ladislao Nagy Ferrari. 7 de agosto de 1947. Revolución del 47: Empieza el asedio a la capital del país y ciudades circunvecinas. 7 de agosto de 1948. Nace en Asunción, Arturo Máximo Rubín, periodista y relator deportivo. 7 de agosto de 1970. Se inaugura la Galería Agustín Barrios, del Centro Cultural Paraguayo Americano. 7 de agosto de 1973. Llega de visita al país el superior de la orden jesuítica, Pedro Arrupe. 7 de agosto de 1980. Se inaugura la segunda etapa del sistema de abastecimiento de agua potable y alcantarillado sanitario de la ciudad de San Lorenzo. 7 de agosto de 1984. El distrito de Villa Elisa es elevado a municipio de primera categoría. 7 de agosto de 1996. Luego de casi dos meses, el general Lino Oviedo es liberado por disposición de la Justicia.",preview,2026-08-07T19:13:54.807256+00:00
d96d46e4-e72d-46f9-a54b-206224456e8d,https://www.portalguarani.com/,Un día como hoy nace,"Mariano Roque Alonso (+) Nac. 07/08/1791 Ybytymí, Paraguarí Jorge Codas Nac. 07/08/1954 Puerto Bermejo Cayetano Cuquejo Nac. 07/08/1961 Puerto Rosario, San Pedro Arnulfo Dami Serna (+) Nac. 07/08/1929 Paraguarí Marta Geymayr Nac. 07/08/1942 Asunción, Central Cecilio Marín (+) Nac. 07/08/1927 Barrio Obrero, Asunción, Central Víctor Ocampos (+) Nac. 07/08/1920 Asunción, Central Claudia Talavera Nac. 07/08/1975 Asunción, Central También fenece: Mariano Roque Alonso (+) Fall. 07/08/1853 Ybytymí, Paraguarí Agustín Pío (Mangoré) Barrios (+) Fall. 07/08/1944 San Salvador Luis A. Campos Doria (+) Fall. 07/08/2017 Asunción, Central Javier Cataldo (+) Fall. 07/08/2017 Asunción, Central Leopoldo Centurión (Leo Cen) (+) Fall. 07/08/1922 Asunción, Central Carlos Díaz León (+) Fall. 07/08/1959 Asunción, Central Gladys Niella De Fadul (+) Fall. 07/08/2006 Asunción, Central",preview,2026-08-07T19:13:54.807256+00:00
1d991e09-8783-41ff-9085-0a21391eb271,https://www.portalguarani.com/,También fenece,"Mariano Roque Alonso (+) Fall. 07/08/1853 Ybytymí, Paraguarí Agustín Pío (Mangoré) Barrios (+) Fall. 07/08/1944 San Salvador Luis A. Campos Doria (+) Fall. 07/08/2017 Asunción, Central Javier Cataldo (+) Fall. 07/08/2017 Asunción, Central Leopoldo Centurión (Leo Cen) (+) Fall. 07/08/1922 Asunción, Central Carlos Díaz León (+) Fall. 07/08/1959 Asunción, Central Gladys Niella De Fadul (+) Fall. 07/08/2006 Asunción, Central",preview,2026-08-07T19:13:54.807256+00:00
0b48ad9f-630f-4abf-a16e-39c7290639ac,https://www.portalguarani.com/,Un día como hoy en la historia... 7 de agosto de 1869. Guerra del 70,"Combate de Azcurra. 7 de agosto de 1869. Fuerzas brasileñas al mando del mariscal Victorino Carneiro Monteiro destruyen la mina de azufre de Valenzuela. 7 de agosto de 1878. El gobierno nacional nombra mayordoma de la imagen de Nuestra Señora de la Asunción a doña Bárbara Machaín de Haedo, quien donó dicha imagen al Estado y la Iglesia paraguaya. 7 de agosto de 1884. Nace en Cataluña, España, Jaime Miquel Moray, escultor que realizó numerosas ornamentaciones edilicias asunceñas. 7 de agosto de 1904. Nace en Carapeguá, María Beatriz Escobar, musa inspiradora de la célebre polka ""María Escobar"", escrita y musicalizada por Pedro Pablo Valiente. La citada poesía no es de Emiliano R. Fernández, según la revista ""Ocára Poty Cue Mi"" Nº 71. 7 de agosto de 1906. Nace en Horqueta, Concepción, Alberto Fernández Valenzuela, militar y colonizador del Alto Paraná. 7 de agosto de 1913. Nace en Asunción Carlos Montanaro, militar. 7 de agosto de 1920. Alberto Vasallo di Torregrossa es acreditado como internuncio del Vaticano en el Paraguay. 7 de agosto de 1925. Nace en Yataity, Guairá, el botánico, investigador y catedrático Juan Alberto López Villalba, quien por su versación en temas botánicos es conocido como “López Yvyrá”. 7 de agosto de 1926. Nace en Asunción, Nelly Prono, actriz y cantante. 7 de agosto de 1927. Nace en San Pedro del Paraná, el historiador Alberto Delvalle. 7 de agosto de 1932. Estigarribia solicita autorización para recuperar Boquerón. 7 de agosto de 1933. Fallece Carlos Pfannl, empresario y ganadero. 7 de agosto de 1943. Nace en Udine, Italia, el catedrático y rector universitario Ladislao Nagy Ferrari. 7 de agosto de 1947. Revolución del 47: Empieza el asedio a la capital del país y ciudades circunvecinas. 7 de agosto de 1948. Nace en Asunción, Arturo Máximo Rubín, periodista y relator deportivo. 7 de agosto de 1970. Se inaugura la Galería Agustín Barrios, del Centro Cultural Paraguayo Americano. 7 de agosto de 1973. Llega de visita al país el superior de la orden jesuítica, Pedro Arrupe. 7 de agosto de 1980. Se inaugura la segunda etapa del sistema de abastecimiento de agua potable y alcantarillado sanitario de la ciudad de San Lorenzo. 7 de agosto de 1984. El distrito de Villa Elisa es elevado a municipio de primera categoría. 7 de agosto de 1996. Luego de casi dos meses, el general Lino Oviedo es liberado por disposición de la Justicia.",preview,2026-08-07T19:13:54.807256+00:00
6c92229c-ed89-4fef-8322-a0841ac40f93,https://www.portalguarani.com/,7 de agosto de 1869. Guerra del 70,"Combate de Azcurra. 7 de agosto de 1869. Fuerzas brasileñas al mando del mariscal Victorino Carneiro Monteiro destruyen la mina de azufre de Valenzuela. 7 de agosto de 1878. El gobierno nacional nombra mayordoma de la imagen de Nuestra Señora de la Asunción a doña Bárbara Machaín de Haedo, quien donó dicha imagen al Estado y la Iglesia paraguaya. 7 de agosto de 1884. Nace en Cataluña, España, Jaime Miquel Moray, escultor que realizó numerosas ornamentaciones edilicias asunceñas. 7 de agosto de 1904. Nace en Carapeguá, María Beatriz Escobar, musa inspiradora de la célebre polka ""María Escobar"", escrita y musicalizada por Pedro Pablo Valiente. La citada poesía no es de Emiliano R. Fernández, según la revista ""Ocára Poty Cue Mi"" Nº 71. 7 de agosto de 1906. Nace en Horqueta, Concepción, Alberto Fernández Valenzuela, militar y colonizador del Alto Paraná. 7 de agosto de 1913. Nace en Asunción Carlos Montanaro, militar. 7 de agosto de 1920. Alberto Vasallo di Torregrossa es acreditado como internuncio del Vaticano en el Paraguay. 7 de agosto de 1925. Nace en Yataity, Guairá, el botánico, investigador y catedrático Juan Alberto López Villalba, quien por su versación en temas botánicos es conocido como “López Yvyrá”. 7 de agosto de 1926. Nace en Asunción, Nelly Prono, actriz y cantante. 7 de agosto de 1927. Nace en San Pedro del Paraná, el historiador Alberto Delvalle. 7 de agosto de 1932. Estigarribia solicita autorización para recuperar Boquerón. 7 de agosto de 1933. Fallece Carlos Pfannl, empresario y ganadero. 7 de agosto de 1943. Nace en Udine, Italia, el catedrático y rector universitario Ladislao Nagy Ferrari. 7 de agosto de 1947. Revolución del 47: Empieza el asedio a la capital del país y ciudades circunvecinas. 7 de agosto de 1948. Nace en Asunción, Arturo Máximo Rubín, periodista y relator deportivo. 7 de agosto de 1970. Se inaugura la Galería Agustín Barrios, del Centro Cultural Paraguayo Americano. 7 de agosto de 1973. Llega de visita al país el superior de la orden jesuítica, Pedro Arrupe. 7 de agosto de 1980. Se inaugura la segunda etapa del sistema de abastecimiento de agua potable y alcantarillado sanitario de la ciudad de San Lorenzo. 7 de agosto de 1984. El distrito de Villa Elisa es elevado a municipio de primera categoría. 7 de agosto de 1996. Luego de casi dos meses, el general Lino Oviedo es liberado por disposición de la Justicia.",preview,2026-08-07T19:13:54.807256+00:00
51cda9c7-28c9-4bcb-8917-05bea9089298,https://www.portalguarani.com/,WORLD COINS 2015,2001 DATE - 9th Edition,preview,2026-08-07T19:13:54.807256+00:00
91f1daac-2999-4a6b-8a51-4dd4327186cd,https://www.portalguarani.com/,ALIANZA FRANCESA,ALLIANCE FRANCAISE,preview,2026-08-07T19:13:54.807256+00:00
41e75e3d-0202-4996-a68e-ef1528c35940,https://www.portalguarani.com/,GALERÍA MATICES,DODY GAONA,preview,2026-08-07T19:13:54.807256+00:00
ca48081e-b22d-4a0a-b0eb-dd7f12c2783e,https://www.portalguarani.com/,FILATELIA DEL PARAGUAY,PARAGUAYAN PHILATELY,preview,2026-08-07T19:13:54.807256+00:00
8aee62c1-141d-4132-af91-51fe9169a0da,https://www.portalguarani.com/,CEDRÓN PARAGUAY,PROPIEDADES - Estudio de JAVIER CATALDO,preview,2026-08-07T19:13:54.807256+00:00
ae0d2f95-812a-431b-9300-9fd955469c56,https://www.portalguarani.com/,CHE VALLE ITURBE,Letra y Música: ALBERTO DE LUQUE,preview,2026-08-07T19:13:54.807256+00:00
da1fc33b-fc5b-4d6e-a365-8ac2f27eceaf,https://www.portalguarani.com/,MENSAJES Y DISCURSOS 1989,1993 - Presidente de la República Don ANDRÉS RODRÍGUEZ,preview,2026-08-07T19:13:54.807256+00:00
49308f7d-ca4f-46f1-8e33-18704bcbe834,https://www.portalguarani.com/,"LAS INSTITUCIONES TRIBUTARIAS, EL SISTEMA LEGAL VIGENTE Y EL RÉGIMEN PROCESAL TRIBUTARIO",3ª EDICIÓN - Autor: MARCO ANTONIO ELIZECHE - Año 2015,preview,2026-08-07T19:13:54.807256+00:00
d19f47a7-ea15-488c-95e6-df9c5991cb4d,https://www.portalguarani.com/,Celso Brizuela,Chester Swann (+),diccionario,2026-08-07T19:21:27.909247+00:00
57eb84e8-551e-493c-87e3-833ebe881a2c,https://www.portalguarani.com/,MEDALLA CONMEMORATIVA AL CONDE D'EU,1871 - IMPERIO DEL BRASIL,diccionario,2026-08-07T19:21:27.909247+00:00
951e4c18-ebcf-4c52-82d5-036f2deab790,https://www.portalguarani.com/,LA MONEDA Y LA POLÍTICA MONETARIA EN PARAGUAY,Por Dr. NICASIO MARTÍNEZ DÍAZ,diccionario,2026-08-07T19:21:27.909247+00:00
5419e264-9b63-4299-92f4-2321ce2ebedf,https://www.portalguarani.com/,KM# 167 10 GUARANIES,MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.909247+00:00
fc4ff193-d3b3-410c-bf8c-a02f819ba51b,https://www.portalguarani.com/,CREACIÓN DE BANCOS,1914 - BANCO CONSTRUCTOR DEL PARAGUAY (Por ARTURO RAHI),diccionario,2026-08-07T19:21:27.909247+00:00
af2f2a40-8b58-4516-8e11-c44da2fea2ef,https://www.portalguarani.com/,KM# 178 10 GUARANIES,AÑO 1990 - MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.909247+00:00
b198341c-6c86-4f83-aff8-0c381143bf25,https://www.portalguarani.com/,KM# 68 150 GUARANIES,AÑO 1973 - MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.909247+00:00
57a52532-dead-406c-89c3-c8911c3f2179,https://www.portalguarani.com/,BOLETÍN DEL TESORO 1915,Presidencia de EDUARDO SCHAERER,diccionario,2026-08-07T19:21:27.909247+00:00
d224cd20-11e0-4ea5-b2aa-c8c89e667d34,https://www.portalguarani.com/,HISTORIA ECONÓMICA DEL PARAGUAY 1870,1925 - Por WASHINGTON ASHWELL,diccionario,2026-08-07T19:21:27.909247+00:00
34c7b4d2-ea40-4a7f-8ebb-d88781d9a3f8,https://www.portalguarani.com/,KM# 16 PESO,AÑO 1938 - MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.909247+00:00
9201a3ee-4215-4796-b293-ed747db64038,https://www.portalguarani.com/,"PRIMERA MONEDA DE CUÑO NACIONAL, 1964",Por CARLOS ALBERTO PUSINERI SCALA,diccionario,2026-08-07T19:21:27.909247+00:00
463398e2-84ae-4545-a92e-7ef3015fea0b,https://www.portalguarani.com/,LA ECONOMÍA DE GANANCIAS EN MERCADOS EN VÍAS DE DESARROLLO,EL CASO PARAGUAYO - Por ZULMA ESPÍNOLA GONZÁLEZ y ANA LETICIA CAROSINI RUÍZ DÍAZ,diccionario,2026-08-07T19:21:27.909247+00:00
57677027-b7d9-4995-859d-4c6086efd170,https://www.portalguarani.com/,ROHEJATA CHE ESPERANZA,Polka de EMILIANO RIVAROLA FERNÁNDEZ y OSCAR CORRALES,diccionario,2026-08-07T19:21:27.909247+00:00
6a030643-e2d2-4e3b-8e42-ae06c3dc5da9,https://www.portalguarani.com/,CANCIÓN DE PAZ,Música: EMIGDIO AYALA BÁEZ Y ELADIO MARTÍNEZ,diccionario,2026-08-07T19:21:27.909247+00:00
fe71560b-f73f-44f5-ab94-f1375796cdb7,https://www.portalguarani.com/,NI SIQUIERA EL SOL,"Por ALFREDO BOCCIA PAZ - Sábado, 20 de Noviembre de 2021",diccionario,2026-08-07T19:21:27.909247+00:00
ac697c23-dd41-4186-90d5-ca55655d99f5,https://www.portalguarani.com/,ESOS LABIOS,Polka de CLARA NOEMÍ ALVARENGA GODOY ANTONIO CENTURIÓN - JUSTO DARÍO FERREIRA BENÍTEZ,diccionario,2026-08-07T19:21:27.909247+00:00
b2a9b1e3-e7a9-42dc-84a7-af03ed484b94,https://www.portalguarani.com/,CHE REKOVIARE,Polca de ROQUE MERELES,diccionario,2026-08-07T19:21:27.909247+00:00
bc10c624-2528-4de7-8acf-6fd1e1211920,https://www.portalguarani.com/,RAIDA POTÍ,MANUEL FRUTOS PANE,diccionario,2026-08-07T19:21:27.909247+00:00
1ccdea44-30ea-427c-b4a1-88145ccb19ef,https://www.portalguarani.com/,MITA ÑEMBOTORORE SUINDÁ OÑE'E AJA,Autores: CARLOS MARTÍNEZ GAMBA y VÍCTOR - Año 1984,diccionario,2026-08-07T19:21:27.909247+00:00
84c5dacb-3a51-45be-a7c3-7bb952095bd4,https://www.portalguarani.com/,CHE KAMBA ROVETAME,Polka de BERNARDO ESTIGARRIBIA COLMÁN y TOLEDO NUÑEZ,diccionario,2026-08-07T19:21:27.909247+00:00
1845db9a-5082-45be-8868-e366516d5c03,https://www.portalguarani.com/,KA'AGUY RESAY,Autores: RAMÓN LUGO y ENRIQUE (GUA,diccionario,2026-08-07T19:21:27.909247+00:00
a3757d7b-ebe0-42a4-a430-393c740ee8ee,https://www.portalguarani.com/,SERENATA PARAGUAYA,Música: SAMUEL AGUAYO,diccionario,2026-08-07T19:21:27.909247+00:00
ab12059d-2cee-4b3e-87ff-df0c31d7c020,https://www.portalguarani.com/,AÑEMYRO NENDIVE,Polka de EMILIANO R. FERNÁNDEZ,diccionario,2026-08-07T19:21:27.909247+00:00
9a2f866c-1e0d-4d20-89d2-6a948cf0e092,https://www.portalguarani.com/,CENTRO PARAGUAYO JAPONÉS (CPJ),MUNICIPALIDAD DE LA CIUDAD DE ASUNCIÓN,diccionario,2026-08-07T19:21:27.909247+00:00
afddde5e-9a33-4f66-b399-f56ced8daf26,https://www.portalguarani.com/,FUNDACIÓN MIGLIORISI,MIGLIORISI FOUNDATION,diccionario,2026-08-07T19:21:27.909247+00:00
7426b1e8-b399-47dc-8be4-a112a9e54e06,https://www.portalguarani.com/,MUSEO ARQUEOLÓGICO Y ETNOGRÁFICO GUIDO BOGGIANI,SAN LORENZO / PARAGUAY,diccionario,2026-08-07T19:21:27.909247+00:00
7bc855ea-cc81-44fc-b687-b884bdcf55db,https://www.portalguarani.com/,LA GUERRA DEL CHACO (PARAGUAY,BOLIVIA) AÑOS 1932 - 1935,diccionario,2026-08-07T19:21:27.909247+00:00
53d81554-4781-4252-982a-da875d5aff1b,https://www.portalguarani.com/,GALERÍA VERÓNICA TORRES,COLECCIÓN DE ARTE,diccionario,2026-08-07T19:21:27.909247+00:00
9a194f0b-0b74-46fc-8f49-1e6be7b0f414,https://www.portalguarani.com/,EL DOLOR DE BARRETT,"Polilla Azul - Por JESÚS RUIZ NESTOSA - Viernes, 12 de Abril de 2019",diccionario,2026-08-07T19:21:27.909247+00:00
4718752c-fdd3-44dd-8b43-eba7cbcd2a71,https://www.portalguarani.com/,HIJO DE HOMBRE,Autor: AUGUSTO ROA BASTOS - Año 2011,diccionario,2026-08-07T19:21:27.939314+00:00
ca7e8bd2-9fac-45be-a743-7b23176aeed9,https://www.portalguarani.com/,BIBLIOTECA VIRTUAL DEL PORTALGUARANI.COM,LIBROS DIGITALES,diccionario,2026-08-07T19:21:27.939314+00:00
4aef24dc-8aaa-4ffc-81a7-9d61cbae4ac7,https://www.portalguarani.com/,YO EL SUPREMO,Autor: AUGUSTO ROA BASTOS - Año 2012,diccionario,2026-08-07T19:21:27.939314+00:00
811da086-0c68-43ef-8708-0ed732a4848b,https://www.portalguarani.com/,ARTE Y CULTURA,"Número 35, Marzo/Abril 2019 - Dirección: Lic. VICTORIO V. SUÁREZ",diccionario,2026-08-07T19:21:27.939314+00:00
28d75729-5d64-4ea8-8d5c-19c0d1cd8e68,https://www.portalguarani.com/,ANTOLOGÍA DEL TEATRO CLÁSICO PARAGUAYO,Autor: JORGE AIGUADE - Año 1997,diccionario,2026-08-07T19:21:27.939314+00:00
df8c62b8-8b7e-467a-b5c0-aed785bea852,https://www.portalguarani.com/,EL UMBRAL DEL RETORNO,Autora: MARÍA CARMEN GONZÁLEZ GIOVINE - Año 2009,diccionario,2026-08-07T19:21:27.939314+00:00
d7eaad3d-cb88-477d-8e85-762d170c1707,https://www.portalguarani.com/,COSTOS Revista de la Construcción,Nº 274 - Julio 2018,diccionario,2026-08-07T19:21:27.939314+00:00
b7002dde-8fcc-443e-8494-1a3e86013c8a,https://www.portalguarani.com/,IGLESIA DE LA SANTÍSIMA TRINIDAD,Fotógrafo: VÍCTOR BECKELMANN,diccionario,2026-08-07T19:21:27.939314+00:00
f05d3254-1376-4436-874b-fb3f1cd7dd5e,https://www.portalguarani.com/,MI PARAGUAY PROFUNDO,Muestra fotográfica de Juan de Urraza - Lunes 2 de Febrero de 2009,diccionario,2026-08-07T19:21:27.939314+00:00
47eb1710-7fc8-4529-b7ba-3d2444b4f310,https://www.portalguarani.com/,FILATELIA DEL PARAGUAY,PARAGUAYAN PHILATELY - AÑO 1999,diccionario,2026-08-07T19:21:27.939314+00:00
fcde3845-e44d-49ca-9c5b-7350415b1426,https://www.portalguarani.com/,"ATARDECER EN EL PANTEÓN, 2009",Óleo de NANNINA GALLUPPI,diccionario,2026-08-07T19:21:27.939314+00:00
8cc1f576-e36a-4848-b851-6853d4061874,https://www.portalguarani.com/,POSTALES Y FOTOGRAFÍAS DEL PARAGUAY,POSTALES Y FOTOGRAFÍAS DE KLAUS (CLAUS) HENNING,diccionario,2026-08-07T19:21:27.939314+00:00
423ee668-50ee-42cc-8c81-ed856b71e871,https://www.portalguarani.com/,FILATELIA DEL PARAGUAY,PARAGUAYAN PHILATELY - AÑO 2001 (12 SERIES EMITIDAS),diccionario,2026-08-07T19:21:27.939314+00:00
ddfd1749-e30c-4ace-ac8f-f248277ccae9,https://www.portalguarani.com/,"NIÑA DE ASUNCIÓN, 2009",Óleo de BEATRÍZ HOLDEN,diccionario,2026-08-07T19:21:27.939314+00:00
ea3a6c42-9327-4033-8331-5b8ecdddb864,https://www.portalguarani.com/,DICCIONARIO PRÁCTICO,Por FÉLIX GIMÉNEZ GÓMEZ - Año 2010,diccionario,2026-08-07T19:21:27.939314+00:00
8ff4fd82-adae-489f-8152-689778f52807,https://www.portalguarani.com/,"Memorias, recetas y un gran amor",Autor: ANA MARÍA RIVAROLA MATTO - Año 2006,diccionario,2026-08-07T19:21:27.939314+00:00
b320f116-1ca1-4f33-9e78-6fc054ee437a,https://www.portalguarani.com/,DICCIONARIO DE LA LENGUA GUARANÍ,Por FÉLIX GIMÉNEZ GÓMEZ - Año 2010,diccionario,2026-08-07T19:21:27.939314+00:00
9de76f91-ee26-4341-8ac4-c7e8a100088e,https://www.portalguarani.com/,VERSIONES TUPÍ,GUARANÍ DE CICLO DE LOS GEMELOS - Por LEON CADOGAN,diccionario,2026-08-07T19:21:27.939314+00:00
a4f326d6-4919-4967-a726-ea29b064d0f6,https://www.portalguarani.com/,FOLKLORE DEL PARAGUAY,Autor DIONISIO M. GONZÁLEZ TORRES - Año 2012,diccionario,2026-08-07T19:21:27.939314+00:00
6a9cef83-eead-47ff-9625-b12a455ded25,https://www.portalguarani.com/,YELSHUACECTEMMA,HISTORIA DE UNA ESPERANZA - Coordinación de investigación etnográfica CESAR NEUESCHWANDER ROSSO,diccionario,2026-08-07T19:21:27.939314+00:00
9833bf81-5139-46ad-a4fe-1eece8183d7c,https://www.portalguarani.com/,SOMBRERO PIRÍ,Escultura de SERAFÍN MARSAL,diccionario,2026-08-07T19:21:27.939314+00:00
4ca9c419-e785-44ff-861b-55cf809a2fea,https://www.portalguarani.com/,NEETYGUARA,Autor: FÉLIX DE GUARANIA - Año 2002,diccionario,2026-08-07T19:21:27.939314+00:00
362a3e34-4310-4205-a73b-c6fba3e30cee,https://www.portalguarani.com/,UNA VIDA Y MIL RECUERDOS,Autor: ANA MARÍA RIVAROLA MATTO - Año 2009,diccionario,2026-08-07T19:21:27.939314+00:00
12bf9c43-128d-415c-8a67-e146094d7521,https://www.portalguarani.com/,ETNOLITERATURA NIVACLE,Por MIGUEL CHASE SARDI - Año 1983,diccionario,2026-08-07T19:21:27.939314+00:00
1225e0ad-e91e-43dd-951a-af5f3bcf3aa8,https://www.portalguarani.com/,Aréte Guásu,Ritual Indígena - Dirección de Fernando Allen,diccionario,2026-08-07T19:21:27.939314+00:00
36a92dcb-caf9-4f43-9483-dd647d4ed214,https://www.portalguarani.com/,MITOS FOLKLÓRICOS DE LA REGIÓN GUARANÍ,Por MIGUEL RAÚL LÓPEZ BREARD - Año 2014,diccionario,2026-08-07T19:21:27.939314+00:00
b3239c67-6584-4efe-819a-40deca583f92,https://www.portalguarani.com/,MI PEQUEÑO AVAÑE'E DE MOCHILA,Autor: LINO TRINIDAD SANABRIA - Año 2007,diccionario,2026-08-07T19:21:27.939314+00:00
3e420f65-8fa6-4f88-b202-c6e763a7389a,https://www.portalguarani.com/,ANTROPOLOGÍA GUARANI,EL VALOR DE LA PALABRA,diccionario,2026-08-07T19:21:27.939314+00:00
0c8d88a6-9f18-4080-9c76-9ed555de8fc5,https://www.portalguarani.com/,TETÃYGUA PYAMBU,Autor: GREGORIO GÓMEZ CENTURIÓN - Año 2017,diccionario,2026-08-07T19:21:27.939314+00:00
f495fadf-1850-4c45-a843-6e3aa4bacde3,https://www.portalguarani.com/,LA GUERRA DE LOS GUARANÍES (XXIV),"«Querían ponernos en sacos de cuero y tirarnos al mar» - Domingo, 24 de Setiembre de 2017",diccionario,2026-08-07T19:21:27.939314+00:00
b393ac13-e111-4736-8120-4389ba6ce811,https://www.portalguarani.com/,TAPE YOASA,Autor: EDGAR L. INSFRÁN - Año: 1961,diccionario,2026-08-07T19:21:27.939314+00:00
b696626d-32ac-467c-8f2c-33d679c770b9,https://www.portalguarani.com/,"HISTORIA DEL PARAGUAY, 2010",Coordinador IGNACIO TELESCA,diccionario,2026-08-07T19:21:27.939314+00:00
740f969d-59d5-45bb-b719-0f53d87a6378,https://www.portalguarani.com/,"MOKÖI, EN DÚO","DOS, A DÚO - Autor: MIGUELÁNGEL MEZA - Año 2008",diccionario,2026-08-07T19:21:27.939314+00:00
7a93e829-3999-436b-a972-549144470e1f,https://www.portalguarani.com/,EN TORNO A LA OBRA POÉTICA DE FELICIANO ACOSTA,"Por DELFINA ACOSTA - Domingo, 14 de Enero de 2018",diccionario,2026-08-07T19:21:27.939314+00:00
4d056109-81e9-485f-977b-a68947e8809b,https://www.portalguarani.com/,"EL DON, LA VENGANZA y otras formas de economía guaraní","Autor: BARTOLOMEU MELIÀ, DOMINIQUE TEMPLE - Año 2004",diccionario,2026-08-07T19:21:27.939314+00:00
137b51d2-980c-4150-ae07-db0134e4829c,https://www.portalguarani.com/,EL BICENTENARIO DE LA INDEPENDENCIA Y EL IDIOMA DE LA REVOLUCIÓN PARAGUAYA,Autor: MANUEL RAMOS MARECOS - Año 2011,diccionario,2026-08-07T19:21:27.939314+00:00
83c79367-d99d-4822-a9fd-5dec4bebb87f,https://www.portalguarani.com/,KM# 7 10 CENTAVOS,AÑO 1903 - MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.939314+00:00
cf1b549c-972d-4506-82f0-42c547db08a7,https://www.portalguarani.com/,JOSÉ GASPAR RODRIGUEZ DE FRANCIA,Por PEDRO ESCURRA FRANCO,diccionario,2026-08-07T19:21:27.939314+00:00
45413a1d-0ede-486e-9993-760a4fa06fa8,https://www.portalguarani.com/,Bicentenario de la Independencia,Municipalidad de Asunción,diccionario,2026-08-07T19:21:27.939314+00:00
3d04807c-2cfd-4817-862e-e690ddbb485e,https://www.portalguarani.com/,KM# 155 150 GUARANIES,AÑO 1975 - MONEDAS DE PARAGUAY,diccionario,2026-08-07T19:21:27.939314+00:00
924cfd5c-8c06-40bc-92b7-fa454a852fc7,https://www.portalguarani.com/,MUSEO VIRTUAL DE LA MEMORIA Y VERDAD SOBRE EL STRONISMO,EL STRONISMO - CULTO A LA PERSONALIDAD,diccionario,2026-08-07T19:21:28.957591+00:00
18e59918-92e8-47ae-9d7c-594429a0bf25,https://www.portalguarani.com/,RESURGIDÁS PARAGUAY,Oda de MARTÍN MAC MAHON - Conferencia de LEOPOLDO RAMOS GIMÉNEZ,diccionario,2026-08-07T19:21:28.957591+00:00
